Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81543934806078,144.95278425722273
-37.81543934806078,144.95278425722273
-37.81715226639093,144.95369503205453
-37.81554233439576,144.95395002023255
-37.81680465667363,144.95356408958233
-37.81519193486485,144.95438581238685
-37.81682162062683,144.95412769551953
-37.815863530665595,144.95544639322037
-37.81546644767658,144.95642920810621
-37.81596810766416,144.95817870439282
-37.814592684090655,144.9596029971975
-37.814592684090655,144.9596029971975
-37.814592684090655,144.9596029971975
-37.814592684090655,144.9596029971975
-37.81558682933238,144.95918100757874
-37.817216926152526,144.95958743636334
-37.817216926152526,144.95958743636334
-37.817548214530255,144.9583510513057
-37.817548214530255,144.9583510513057
-37.817548214530255,144.9583510513057
-37.817045444919565,144.95973239945826
-37.817045444919565,144.95973239945826
-37.817045444919565,144.95973239945826
-37.81735861596414,144.95856362920844
-37.81571961500783,144.95862086438302
-37.81444992933918,144.95950990785937
-37.815349845928615,144.9599684382641
-37.815349845928615,144.9599684382641
-37.815349845928615,144.9599684382641
-37.814260509927166,144.9600064787155
-37.815702569606266,144.95887981821568
-37.816478486536084,144.96047068367764
-37.815180553574585,144.96116080687494
-37.81611413400108,144.96080243892538
-37.81611413400108,144.96080243892538
-37.816839134001086,144.9595467020899
-37.816839134001086,144.9595467020899
-37.81758913400108,144.95824766398422
-37.8185413461098,144.95693705645334
-37.8185413461098,144.95693705645334
-37.819451363734444,144.9559263794907
-37.819373934048585,144.9570336755865
-37.817831163843806,144.9574183314005
-37.817831163843806,144.9574183314005
-37.817315398754204,144.95863339780706
-37.81635677020297,144.95962608673153
-37.81635677020297,144.95962608673153
-37.81563743040263,144.960320745102
-37.81563743040263,144.960320745102
-37.81552151326478,144.96164568405047
-37.81552151326478,144.96164568405047
-37.81552151326478,144.96164568405047
-37.81552151326478,144.96164568405047
-37.81552151326478,144.96164568405047
-37.81457777951616,144.9621059737546
-37.81579831606216,144.96125134486445
-37.81504030834017,144.96193385808294
-37.81504030834017,144.96193385808294
-37.81504030834017,144.96193385808294
-37.81504030834017,144.96193385808294
-37.81608421745433,144.96044300136234
-37.81608421745433,144.96044300136234
-37.81494378131322,144.96090376747225
-37.81494378131322,144.96090376747225
-37.81455305018473,144.96182427232569
-37.81558548777016,144.96034979864598
-37.81558548777016,144.96034979864598
-37.81517758533758,144.9616051932475
-37.81517758533758,144.9616051932475
-37.816469007407854,144.96017092373432
-37.816469007407854,144.96017092373432
-37.81561457761219,144.96105571168874
-37.81561457761219,144.96105571168874
-37.81561457761219,144.96105571168874
-37.814340058235395,144.96208779713007
-37.813722024246644,144.96398991016267
-37.813722024246644,144.96398991016267
-37.813722024246644,144.96398991016267
-37.813722024246644,144.96398991016267
-37.813722024246644,144.96398991016267
-37.813722024246644,144.96398991016267
-37.813660950127414,144.96573884410995
-37.813660950127414,144.96573884410995
-37.813660950127414,144.96573884410995
-37.813660950127414,144.96573884410995
-37.813266788708596,144.96711344833514
-37.8124267887086,144.9685683710135
-37.811329124969255,144.96933696343822
-37.81219764736041,144.97097041648502
-37.81251738669315,144.9720854800523
-37.81355745712631,144.9724436050222
-37.81448085736308,144.97141806516302
-37.81448085736308,144.97141806516302
-37.81448085736308,144.97141806516302
-37.814654374612104,144.97306897150932
-37.814654374612104,144.97306897150932
-37.814654374612104,144.97306897150932
-37.814654374612104,144.97306897150932
