Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81511886373725,144.9524842160102
-37.81511886373725,144.9524842160102
-37.81332437431892,144.95332100016844
-37.81332437431892,144.95332100016844
-37.81380918393916,144.95419561987558
-37.81418260268937,144.9558130741831
-37.81471179547492,144.95408216257482
-37.815843101667966,144.95273392435493
-37.815843101667966,144.95273392435493
-37.815843101667966,144.95273392435493
-37.81474554144264,144.95387048123948
-37.815168415623106,144.9527688563362
-37.81632022941014,144.9534338563362
-37.81632022941014,144.9534338563362
-37.81534935509724,144.9537122500656
-37.81448159182416,144.9547464100638
-37.81448159182416,144.9547464100638
-37.815998195763804,144.9550138282574
-37.81453316146833,144.95572837322666
-37.81496538927365,144.95734146935658
-37.81607670799853,144.95644154119736
-37.8168132662274,144.95723140319512
-37.815660133332436,144.95842550726368
-37.81653432448161,144.95738368682103
-37.81678592325303,144.95839279437635
-37.817668870845885,144.95792332281357
-37.81616897914027,144.95913791116828
-37.817212179032666,144.9588583865996
-37.817212179032666,144.9588583865996
-37.816116778257054,144.9593233566425
-37.816116778257054,144.9593233566425
-37.817730006117976,144.9585710961366
-37.817730006117976,144.9585710961366
-37.8168502282335,144.9595145424117
-37.8168502282335,144.9595145424117
-37.81501050847441,144.95954665483956
-37.81663157916386,144.95937627344443
-37.81663157916386,144.95937627344443
-37.81586399009994,144.9602592836533
-37.815129775771695,144.96123361897557
-37.815129775771695,144.96123361897557
-37.815129775771695,144.96123361897557
-37.815129775771695,144.96123361897557
-37.815129775771695,144.96123361897557
-37.816116190657745,144.96021215645908
-37.81757158452397,144.95885497972256
-37.81585394172419,144.9589449975673
-37.81701706837628,144.95861147636677
-37.81734764796468,144.9570562216816
-37.81907064878774,144.9561011467297
-37.81907064878774,144.9561011467297
-37.81907064878774,144.9561011467297
-37.81771835263094,144.95646349339285
-37.81723384603161,144.95760491941112
-37.81723384603161,144.95760491941112
-37.81723384603161,144.95760491941112
-37.81570210593914,144.95813233982133
-37.81639942607101,144.95663693197272
-37.81814915953753,144.95666747368398
-37.81988383204689,144.9558214173707
-37.81988383204689,144.9558214173707
-37.81988383204689,144.9558214173707
-37.81842472143944,144.95587237063586
-37.819769584281865,144.95599003088856
-37.819769584281865,144.95599003088856
-37.819769584281865,144.95599003088856
-37.818900104836054,144.956772913698
-37.817340342431606,144.95680013945204
-37.81787228379426,144.95548353837856
-37.819037502644036,144.95505943340083
-37.81954429051481,144.95661916608756
-37.81954429051481,144.95661916608756
-37.81954429051481,144.95661916608756
-37.81954429051481,144.95661916608756
-37.81954429051481,144.95661916608756
-37.81954429051481,144.95661916608756
-37.81954429051481,144.95661916608756
-37.81954429051481,144.95661916608756
-37.81954429051481,144.95661916608756
-37.81954429051481,144.95661916608756
-37.81954429051481,144.95661916608756
-37.81954429051481,144.95661916608756
-37.81954429051481,144.95661916608756
-37.81954429051481,144.95661916608756
-37.81954429051481,144.95661916608756
-37.820449479803344,144.95537327991622
-37.820449479803344,144.95537327991622
-37.819397544571785,144.9556948887914
-37.820525995946056,144.95575402842198
-37.820525995946056,144.95575402842198
-37.818908541638514,144.95612744717218
-37.81956932804912,144.95531144391265
-37.81956932804912,144.95531144391265
-37.81956932804912,144.95531144391265
-37.818383680907466,144.95576657120858
-37.81774936963677,144.95741900856348
-37.81871436963677,144.95574757953418
-37.8179573213781,144.9569133316236
