Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81416386581949,144.95336535804506
-37.81560489520088,144.9526933950089
-37.81486641336803,144.95443314918194
-37.81594397336497,144.95540338856117
-37.81634105635399,144.956386203447
-37.81581183263082,144.95823182590323
-37.816115516554184,144.95691642631576
-37.81543510115278,144.9583755818529
-37.81672944176,144.95872239937333
-37.81672944176,144.95872239937333
-37.81627619365096,144.95979018500333
-37.81627619365096,144.95979018500333
-37.81627619365096,144.95979018500333
-37.81669954693325,144.958487237576
-37.8170029332359,144.95692645035433
-37.815936671803144,144.95735724793676
-37.81715783341688,144.95714192419643
-37.818337653697164,144.95712133035684
-37.818715455508006,144.95517770853363
-37.81757823249071,144.9552572309137
-37.81879329889727,144.9557729960033
-37.81851895070946,144.95679687737916
-37.81759555047269,144.95782241723833
-37.81619343176046,144.95850627622733
-37.81619343176046,144.95850627622733
-37.81559992218452,144.95945609009502
-37.81466411674202,144.9606538664405
-37.81466411674202,144.9606538664405
-37.815464530722814,144.95959168121215
-37.815464530722814,144.95959168121215
-37.81708492458569,144.9591876716465
-37.81708492458569,144.9591876716465
-37.8161912896304,144.96029121891178
-37.8145969584511,144.96124918973112
-37.81471507561459,144.96237299947288
-37.81471507561459,144.96237299947288
-37.81519263425036,144.96134887167352
-37.81519263425036,144.96134887167352
-37.81566209626426,144.9601258813148
-37.81406224286185,144.9609061819561
-37.81476378917634,144.96241065288257
-37.81476378917634,144.96241065288257
-37.81476378917634,144.96241065288257
-37.813572195430496,144.96399195119247
-37.813572195430496,144.96399195119247
-37.813572195430496,144.96399195119247
-37.813572195430496,144.96399195119247
-37.813572195430496,144.96399195119247
-37.813572195430496,144.96399195119247
-37.813572195430496,144.96399195119247
-37.81374584360816,144.96497675894548
-37.81374584360816,144.96497675894548
-37.81374584360816,144.96497675894548
-37.81326927772946,144.96653553569772
-37.81431622737049,144.96636971516477
-37.81431622737049,144.96636971516477
-37.81431622737049,144.96636971516477
-37.81431622737049,144.96636971516477
-37.81431622737049,144.96636971516477
-37.81431622737049,144.96636971516477
-37.813637930712275,144.96745521672784
-37.813637930712275,144.96745521672784
-37.81286269578856,144.9681781349895
-37.813636083218285,144.96698722278302
-37.813636083218285,144.96698722278302
-37.813636083218285,144.96698722278302
-37.813636083218285,144.96698722278302
-37.813636083218285,144.96698722278302
-37.813636083218285,144.96698722278302
-37.813636083218285,144.96698722278302
-37.81258756860159,144.96772140062154
-37.813174408055076,144.96882508511263
-37.8128896973287,144.97062267789252
-37.81456636673472,144.97140452167673
-37.81456636673472,144.97140452167673
-37.81456636673472,144.97140452167673
-37.81456636673472,144.97140452167673
-37.81456636673472,144.97140452167673
-37.81456636673472,144.97140452167673
-37.81362151714837,144.97265837942751
-37.81362151714837,144.97265837942751
-37.81362151714837,144.97265837942751
-37.81464377060123,144.97188805619788
-37.81464377060123,144.97188805619788
-37.81464377060123,144.97188805619788
-37.81464377060123,144.97188805619788
-37.81464377060123,144.97188805619788
-37.81464377060123,144.97188805619788
-37.81464377060123,144.97188805619788
-37.81464377060123,144.97188805619788
-37.81464377060123,144.97188805619788
-37.81464377060123,144.97188805619788
-37.81464377060123,144.97188805619788
-37.81417520300487,144.97317543508836
-37.814217082400916,144.9743747040808
-37.814899383791065,144.97358980611736
-37.81312272617963,144.97380795224205
-37.81312272617963,144.97380795224205
-37.81423723079704,144.97326437202003
